ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
0116,Ag2,F,Ed6,CA,WH,S38,S36,S40,S45,S49,I1,SS00,CL5,CL1,CL2,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,CL0
0117,Ag3,M,Ed6,CA,WH,S42,S36,S47,S31,S39,I5,SS05,CL4,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0118,Ag2,F,Ed7,UK,WH,S51,S45,S55,S44,S33,I5,SS07,CL5,CL1,CL1,CL3,CL6,CL1,CL5,CL3,CL0,CL3,CL2,CL2,CL2,CL2,CL0,CL3,CL4,CL0,CL0
0119,Ag3,F,Ed5,US,WH,S53,S26,S29,S50,S44,I3,SS01,CL5,CL0,CL0,CL6,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL0
0120,Ag3,F,Ed7,UK,WH,S32,S44,S39,S45,S51,I3,SS03,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0121,Ag2,F,Ed8,UK,WH,S26,S44,S39,S36,S47,I4,SS10,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
0122,Ag3,F,Ed6,UK,WH,S50,S31,S35,S29,S36,I5,SS06,CL2,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0123,Ag5,M,Ed8,UK,WH,S38,S41,S45,S41,S35,I3,SS04,CL6,CL0,CL0,CL0,CL6,CL1,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0124,Ag2,F,Ed7,UK,WH,S38,S35,S43,S43,S43,I7,SS06,CL5,CL1,CL0,CL0,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1
0125,Ag4,M,Ed2,UK,WH,S32,S52,S48,S46,S46,I3,SS05,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0126,Ag5,M,Ed7,UK,WH,S31,S48,S49,S44,S49,I5,SS07,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0127,Ag4,M,Ed7,UK,WH,S25,S44,S38,S40,S42,I3,SS03,CL5,CL1,CL1,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
0128,Ag4,F,Ed3,UK,WH,S32,S34,S40,S45,S48,I1,SS00,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0129,Ag3,M,Ed9,UK,AS,S36,S44,S47,S44,S44,I3,SS02,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0130,Ag4,F,Ed8,UK,WH,S28,S46,S38,S49,S45,I4,SS07,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0131,Ag4,F,Ed2,UK,WH,S45,S42,S36,S46,S55,I2,SS02,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0132,Ag4,F,Ed2,UK,OT,S22,S39,S37,S57,S46,I1,SS00,CL4,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0133,Ag3,F,Ed4,IE,WH,S33,S36,S42,S42,S44,I1,SS01,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0134,Ag3,M,Ed8,UK,WH,S35,S41,S48,S42,S43,I5,SS07,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
0135,Ag2,F,Ed8,UK,WA,S60,S29,S44,S47,S37,I1,SS07,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
0136,Ag3,F,Ed2,UK,WH,S21,S50,S42,S54,S52,I5,SS04,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0137,Ag4,F,Ed7,UK,WH,S34,S38,S34,S54,S52,I7,SS06,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0138,Ag4,F,Ed7,UK,WH,S25,S50,S48,S48,S45,I0,SS02,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
0139,Ag5,M,Ed7,UK,WH,S31,S34,S47,S45,S48,I1,SS02,CL6,CL0,CL0,CL4,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
0140,Ag4,M,Ed2,UK,WH,S35,S42,S42,S49,S40,I3,SS05,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0141,Ag2,F,Ed7,UK,AS,S54,S42,S55,S49,S40,I2,SS05,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0142,Ag3,F,Ed2,UK,WH,S28,S44,S38,S51,S46,I1,SS00,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
0143,Ag3,M,Ed3,UK,WH,S31,S38,S37,S45,S41,I5,SS07,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0144,Ag3,M,Ed6,UK,BL,S21,S48,S42,S51,S54,I2,SS04,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0145,Ag4,M,Ed6,CA,WH,S37,S32,S43,S35,S42,I3,SS08,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
0146,Ag4,F,Ed7,UK,WH,S31,S41,S38,S56,S47,I7,SS07,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0147,Ag5,M,Ed6,UK,WH,S38,S31,S45,S40,S40,I4,SS02,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0148,Ag3,M,Ed8,UK,BL,S30,S43,S41,S44,S48,I3,SS04,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0149,Ag3,F,Ed6,UK,WH,S35,S32,S28,S37,S44,I1,SS01,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0150,Ag4,F,Ed7,UK,WH,S28,S52,S41,S55,S52,I3,SS02,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0151,Ag3,F,Ed5,UK,WH,S33,S48,S47,S47,S49,I4,SS06,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0152,Ag3,F,Ed7,UK,WH,S41,S28,S33,S46,S35,I2,SS03,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0153,Ag2,F,Ed7,UK,WH,S31,S29,S41,S39,S37,I0,SS01,CL5,CL0,CL1,CL2,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL5,CL0,CL0
0154,Ag2,M,Ed7,UK,WH,S29,S46,S34,S48,S47,I3,SS04,CL6,CL0,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0155,Ag1,F,Ed5,UK,WH,S59,S30,S51,S40,S46,I3,SS08,CL5,CL0,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0156,Ag3,F,Ed7,UK,BL,S42,S30,S37,S45,S40,I2,SS03,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0157,Ag3,F,Ed5,UK,WH,S48,S40,S44,S50,S43,I4,SS04,CL5,CL2,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
0158,Ag2,M,Ed2,UK,WH,S26,S47,S33,S40,S47,I3,SS08,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0159,Ag3,F,Ed7,AU,WH,S33,S41,S44,S41,S45,I6,SS09,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0160,Ag4,F,Ed5,UK,BL,S31,S36,S42,S44,S44,I3,SS02,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0161,Ag4,M,Ed8,OT,WH,S46,S45,S49,S42,S44,I3,SS07,CL5,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
0162,Ag3,M,Ed7,UK,BL,S29,S42,S40,S54,S39,I2,SS02,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
0163,Ag2,F,Ed7,NZ,WH,S38,S40,S45,S53,S48,I1,SS05,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
0164,Ag2,F,Ed5,UK,WH,S53,S40,S44,S49,S43,I3,SS03,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0165,Ag2,F,Ed9,UK,WH,S37,S42,S35,S52,S49,I1,SS04,CL3,CL1,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0166,Ag4,M,Ed8,UK,WH,S33,S38,S44,S40,S52,I1,SS03,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
0167,Ag1,M,Ed5,UK,WH,S50,S31,S51,S27,S27,I6,SS06,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL3
0168,Ag2,F,Ed6,UK,BL,S36,S40,S39,S40,S48,I5,SS04,CL2,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0169,Ag2,F,Ed7,UK,WH,S38,S48,S37,S41,S33,I5,SS07,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0170,Ag1,F,Ed4,UK,WH,S32,S40,S36,S47,S41,I2,SS07,CL5,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
0171,Ag4,M,Ed2,UK,WH,S49,S38,S44,S44,S41,I6,SS07,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
0172,Ag3,M,Ed8,UK,WH,S32,S46,S58,S48,S36,I7,SS10,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
0173,Ag4,F,Ed6,UK,WH,S41,S36,S43,S40,S47,I4,SS02,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
0174,Ag3,F,Ed7,UK,WH,S46,S44,S54,S44,S44,I5,SS07,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0175,Ag3,F,Ed6,UK,WH,S46,S36,S30,S48,S30,I6,SS06,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0176,Ag5,F,Ed7,UK,WH,S42,S40,S49,S51,S43,I4,SS06,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0177,Ag3,F,Ed7,UK,OT,S34,S36,S40,S35,S38,I1,SS02,CL3,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0178,Ag3,F,Ed7,UK,WH,S50,S40,S37,S37,S49,I2,SS04,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0179,Ag4,F,Ed7,UK,WH,S44,S33,S43,S48,S41,I4,SS05,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
0180,Ag3,F,Ed6,UK,WH,S40,S39,S39,S50,S37,I1,SS02,CL5,CL1,CL0,CL0,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0181,Ag4,F,Ed6,UK,WH,S39,S44,S35,S45,S48,I4,SS06,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0182,Ag2,M,Ed9,UK,WH,S24,S37,S44,S47,S48,I2,SS02,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0183,Ag3,F,Ed5,UK,WH,S39,S45,S44,S51,S47,I1,SS02,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0184,Ag1,F,Ed7,UK,WH,S54,S37,S48,S38,S48,I2,SS07,CL6,CL3,CL0,CL0,CL6,CL0,CL5,CL6,CL0,CL3,CL0,CL3,CL3,CL0,CL0,CL0,CL6,CL0,CL6
0185,Ag5,M,Ed4,UK,WH,S36,S34,S39,S47,S44,I1,SS02,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0186,Ag3,F,Ed7,CA,WH,S39,S44,S46,S48,S41,I3,SS04,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
0187,Ag3,F,Ed8,UK,WH,S29,S49,S47,S45,S53,I1,SS01,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0188,Ag5,F,Ed2,UK,WH,S28,S34,S32,S50,S46,I1,SS01,CL4,CL0,CL0,CL0,CL3,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0189,Ag4,F,Ed2,UK,WH,S40,S30,S31,S47,S40,I1,SS00,CL4,CL0,CL0,CL2,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0190,Ag1,F,Ed8,UK,WH,S32,S40,S43,S44,S47,I2,SS03,CL5,CL0,CL0,CL0,CL5,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0191,Ag5,F,Ed6,UK,WH,S23,S40,S40,S47,S40,I2,SS01,CL5,CL0,CL0,CL1,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0192,Ag1,M,Ed7,UK,WA,S32,S48,S38,S47,S38,I5,SS06,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0193,Ag2,F,Ed6,CA,WH,S28,S38,S45,S45,S38,I6,SS06,CL5,CL1,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0194,Ag4,F,Ed7,UK,WH,S39,S32,S43,S44,S43,I1,SS06,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
0195,Ag2,F,Ed7,CA,WA,S27,S48,S46,S43,S45,I2,SS02,CL3,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0196,Ag5,F,Ed7,UK,WH,S42,S42,S51,S41,S48,I5,SS06,CL5,CL1,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
0197,Ag1,M,Ed7,UK,BL,S30,S42,S42,S51,S35,I4,SS02,CL4,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0198,Ag5,F,Ed7,UK,WH,S32,S43,S41,S37,S38,I2,SS03,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0199,Ag2,F,Ed6,UK,WH,S35,S43,S50,S48,S42,I8,SS09,CL6,CL5,CL5,CL2,CL5,CL6,CL6,CL5,CL0,CL3,CL2,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL1
0200,Ag4,F,Ed6,UK,WH,S31,S54,S51,S54,S50,I5,SS06,CL4,CL4,CL1,CL1,CL6,CL4,CL5,CL3,CL0,CL6,CL0,CL2,CL2,CL4,CL0,CL3,CL6,CL0,CL0
0201,Ag1,F,Ed7,UK,WH,S30,S41,S40,S50,S51,I5,SS09,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0202,Ag3,M,Ed8,UK,OT,S34,S33,S42,S34,S50,I2,SS03,CL5,CL3,CL3,CL2,CL6,CL2,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL2,CL0,CL2,CL4,CL0,CL0
0203,Ag3,F,Ed7,UK,WH,S29,S48,S43,S49,S49,I4,SS03,CL6,CL0,CL0,CL3,CL6,CL1,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0204,Ag6,M,Ed1,UK,WH,S22,S32,S29,S37,S37,I1,SS00,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0205,Ag2,F,Ed7,UK,WH,S34,S46,S54,S43,S44,I3,SS07,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL4,CL0,CL2
0206,Ag3,F,Ed2,UK,WH,S34,S47,S48,S37,S34,I8,SS07,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0207,Ag1,F,Ed7,UK,WH,S35,S48,S50,S44,S45,I6,SS06,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0208,Ag3,F,Ed6,UK,WH,S29,S43,S42,S47,S41,I3,SS07,CL5,CL1,CL4,CL1,CL6,CL6,CL3,CL2,CL0,CL1,CL0,CL1,CL3,CL1,CL0,CL1,CL6,CL0,CL1
0209,Ag3,F,Ed7,UK,WH,S37,S40,S45,S41,S42,I5,SS09,CL4,CL1,CL1,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL3,CL6,CL0,CL0
0210,Ag2,M,Ed8,UK,AS,S23,S43,S53,S40,S49,I1,SS03,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0211,Ag2,F,Ed5,UK,WH,S43,S41,S36,S43,S32,I8,SS08,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0212,Ag4,F,Ed2,UK,WH,S29,S36,S38,S50,S48,I1,SS00,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0213,Ag2,F,Ed6,UK,WH,S37,S44,S40,S54,S46,I3,SS02,CL6,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0214,Ag4,F,Ed6,IE,WH,S41,S39,S37,S49,S43,I1,SS01,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0215,Ag2,F,Ed6,UK,WH,S34,S47,S49,S51,S50,I4,SS09,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0216,Ag2,F,Ed7,CA,WH,S51,S38,S41,S50,S39,I4,SS06,CL5,CL2,CL0,CL0,CL6,CL4,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
0217,Ag2,F,Ed6,UK,WH,S38,S47,S48,S52,S42,I6,SS08,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0218,Ag3,M,Ed6,UK,WH,S48,S45,S49,S52,S29,I8,SS08,CL2,CL1,CL1,CL1,CL6,CL1,CL6,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL1,CL0,CL6,CL0,CL1
0219,Ag2,F,Ed8,OT,WH,S39,S47,S40,S36,S47,I3,SS04,CL4,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
0220,Ag3,F,Ed5,UK,WH,S32,S36,S47,S50,S44,I1,SS03,CL6,CL1,CL1,CL1,CL4,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0221,Ag1,F,Ed7,UK,WH,S44,S38,S48,S43,S43,I4,SS06,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
0222,Ag2,F,Ed7,UK,WH,S34,S43,S43,S38,S48,I5,SS04,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0223,Ag3,F,Ed7,UK,WH,S33,S44,S51,S50,S44,I7,SS09,CL6,CL2,CL0,CL0,CL5,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL0
0224,Ag5,M,Ed7,UK,WH,S25,S47,S44,S50,S48,I3,SS06,CL1,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0225,Ag4,F,Ed7,UK,WH,S31,S49,S48,S46,S47,I3,SS05,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0226,Ag3,F,Ed7,UK,WH,S24,S44,S52,S40,S44,I1,SS01,CL6,CL1,CL0,CL0,CL6,CL0,CL5,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0227,Ag4,F,Ed7,UK,WH,S31,S43,S41,S52,S51,I3,SS03,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0228,Ag1,M,Ed5,UK,WH,S38,S46,S39,S39,S46,I7,SS07,CL5,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
0229,Ag4,M,Ed8,UK,WH,S29,S42,S46,S38,S41,I4,SS06,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL0,CL0
0230,Ag4,F,Ed7,UK,WH,S26,S49,S47,S49,S52,I1,SS00,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0231,Ag3,F,Ed6,UK,WH,S46,S23,S33,S47,S45,I1,SS01,CL5,CL0,CL0,CL2,CL5,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
